customer_id,first_name,last_name,email,phone,date_of_birth,gender,country,city,registration_date,is_active,customer_segment
473,Amanda,Perez,user473_dsimpson@yahoo.com,822.864.0857x216,1974-04-23,F,AU,New Jeffreyhaven,2026-07-05T04:44:42.538098,True,Regular
474,Carol,Dennis,user474_nguyenjohn@hotmail.com,+1-571-450-9688x3275,1977-11-23,Other,FR,West David,2023-09-15T16:32:55.578238,False,Occasional
475,Anthony,Lane,user475_msanchez@yahoo.com,927.381.9523,1950-11-28,M,US,Lake Ericahaven,2026-07-01T11:58:59.204335,True,Premium
476,Michelle,Jones,user476_trosario@hotmail.com,298-707-7046,1973-09-04,F,DE,Pattersonville,2023-10-28T05:09:01.816526,True,New
477,Melanie,Chang,user477_bowenmichael@hotmail.com,623-973-4151x77345,1969-09-09,F,IN,Lyonsshire,2024-05-03T07:45:31.165410,True,Occasional
478,Austin,Taylor,user478_anthony59@yahoo.com,001-644-829-4774x222,1965-06-08,F,AU,North Melissa,2025-04-05T17:30:41.545419,True,New
479,Eddie,Smith,user479_jennifer86@yahoo.com,+1-925-429-8585x672,1978-08-01,F,AU,Smithland,2024-07-15T19:27:50.096655,True,New
480,Kyle,Walker,user480_charlotte13@yahoo.com,379.608.3350x6158,1982-08-08,Other,AU,Port Brianshire,2025-01-29T16:16:15.905642,False,New
481,John,Robles,user481_hannahcurtis@gmail.com,572.309.4841,2003-01-25,F,IN,New Kevin,2024-02-19T06:55:59.525532,True,Premium
482,John,Gill,user482_imarshall@gmail.com,913-671-7173x18939,1983-07-14,M,CA,Callahanville,2025-09-02T13:41:26.757004,True,Regular
483,Scott,Day,user483_qgay@yahoo.com,+1-547-725-8784x448,1966-06-23,Other,AU,Connieville,2026-06-11T10:35:49.806602,True,Premium
484,Sonya,Freeman,user484_patricia87@yahoo.com,(421)564-1758,1995-09-06,M,US,East Kyle,2024-06-05T06:54:27.317464,True,At Risk
485,Katie,Kennedy,user485_sara39@hotmail.com,(752)936-2292,1988-05-31,F,IN,Chanview,2024-03-13T06:57:13.063701,True,Regular
486,Jose,Michael,user486_nathan45@hotmail.com,(757)446-9660x606,2007-01-23,M,UK,Andrewborough,2024-02-20T05:59:44.883493,True,New
487,Jennifer,Phillips,user487_andrew66@yahoo.com,+1-383-539-8741,1959-10-25,Other,DE,Davidshire,2024-12-02T12:29:24.970983,True,Premium
488,Teresa,Williams,user488_twatts@yahoo.com,649.796.0105,1975-12-03,M,CA,Danielberg,2026-02-25T20:05:11.207573,True,New
489,Charles,Rowland,user489_jholloway@hotmail.com,693-281-7359x8488,1958-08-28,Other,IN,Port Kristimouth,2026-05-20T11:53:34.793411,True,At Risk
490,Michael,Mejia,user490_jackmcdonald@yahoo.com,(953)244-9021x666,1998-10-01,M,CA,New Nathanielshire,2024-10-27T17:29:39.489661,True,Premium
491,Antonio,Gordon,user491_kristy74@hotmail.com,511-391-8182x81979,1995-01-02,Other,DE,Meyersmouth,2024-11-12T03:48:13.371294,True,Regular
492,Nicole,Stevenson,user492_charles95@yahoo.com,460.669.4096x00356,2000-02-19,Other,DE,Amandaborough,2025-10-27T07:08:37.442577,True,At Risk
493,Autumn,Gomez,user493_jacobhernandez@yahoo.com,(310)789-0285,2001-01-01,M,UK,Lake Jason,2024-06-02T14:21:57.253914,True,Occasional
494,Roger,Nelson,user494_kelseyjohnson@yahoo.com,860-573-6077,1962-06-09,F,UK,Lawrenceville,2023-10-16T09:53:51.293313,False,At Risk
495,Gregory,Gentry,user495_martinjason@yahoo.com,001-395-956-3318x574,1951-06-13,F,AU,Larafurt,2026-05-25T06:46:32.521262,True,Premium
496,Craig,Ward,user496_mary64@gmail.com,001-216-470-4502x329,1980-08-04,F,CA,Lake Terry,2023-08-18T09:30:01.845107,True,At Risk
497,Caitlyn,Clark,user497_nathan62@yahoo.com,(928)522-5120,1968-04-05,Other,DE,Reginaview,2025-05-18T02:46:25.675118,True,Premium
498,Anthony,Johnson,user498_onealaustin@gmail.com,(308)369-8221x05316,2006-09-12,M,CA,Luceroside,2024-10-31T05:52:47.847545,False,At Risk
499,Melody,Pacheco,user499_collinsterrance@yahoo.com,(558)459-1779,1963-03-26,F,IN,Port Sheri,2024-03-09T19:32:42.178998,True,Occasional
500,Christopher,Davis,user500_ncampbell@gmail.com,634.424.5798,1969-07-13,F,CA,Donnashire,2025-09-20T13:43:30.623915,True,New
501,Melissa,Adkins,user501_ywelch@gmail.com,(902)903-2650,2000-04-03,M,CA,Lake Molly,2026-06-04T09:00:00.825370,True,Regular
502,Richard,Haney,user502_ihowell@yahoo.com,948-355-2457,1989-04-03,F,CA,Kathrynview,2023-09-13T19:58:24.695133,True,At Risk
503,Michael,May,user503_codyhester@gmail.com,384-425-4768,1973-07-27,F,CA,East Mary,2024-03-05T18:22:59.697095,True,At Risk
504,Alvin,Quinn,user504_alicia29@hotmail.com,408.858.3825x21293,2000-04-16,Other,IN,Brandonfurt,2024-05-26T13:11:37.047158,True,At Risk
505,Rachel,Stanton,user505_imcdonald@hotmail.com,401-948-4399x1062,1998-03-19,F,IN,South Kristie,2025-06-13T14:24:23.038082,True,Occasional
506,Peter,Lee,user506_chad42@yahoo.com,392-637-2450,1980-12-01,M,DE,Hallmouth,2024-05-29T02:21:19.354309,True,New
507,David,Paul,user507_whernandez@hotmail.com,340-364-1769x27438,2008-05-16,M,FR,Johnfort,2026-01-08T11:18:31.954133,True,Premium
508,Sylvia,Fisher,user508_grimesjoshua@hotmail.com,001-944-585-6451x017,1984-10-17,Other,AU,Daltonfort,2025-03-12T00:15:19.859090,True,Regular
509,Mary,Bennett,user509_gwilliams@hotmail.com,+1-919-911-3599x6605,1983-10-07,F,IN,South Lisachester,2025-07-08T18:48:57.193876,True,Premium
510,Anthony,Bradley,user510_mccoymark@yahoo.com,(407)545-5534x70574,1982-11-26,F,FR,Joystad,2025-11-08T09:28:33.455175,True,Occasional
511,George,Porter,user511_cookchristina@hotmail.com,454.811.6597,1962-03-27,M,CA,Bellmouth,2026-03-14T04:43:03.022610,True,At Risk
512,Kari,Chung,user512_allen39@yahoo.com,684.488.2691x31196,1992-01-13,F,US,Randyfurt,2023-10-28T05:13:47.270000,True,New
513,Stephanie,Olsen,user513_christina15@gmail.com,903.582.4073x333,1958-12-10,F,DE,Johntown,2026-01-31T06:52:35.202982,True,New
514,Timothy,Gonzales,user514_robertabbott@hotmail.com,(396)445-4655x3585,1969-03-02,Other,AU,Port Amanda,2023-11-24T18:18:26.819293,True,Occasional
515,Tina,Mueller,user515_gnichols@hotmail.com,958.937.4907,1984-10-16,Other,IN,East Andrewmouth,2025-03-10T04:12:53.979622,True,Premium
516,Brian,Bailey,user516_brycegomez@hotmail.com,694-709-7626x374,1963-12-31,M,IN,Thomasside,2026-06-14T16:09:44.864678,True,Occasional
517,Brenda,Huffman,user517_josephmichael@gmail.com,001-319-718-6233x922,1955-09-05,M,FR,Berryfurt,2025-12-04T15:10:58.634860,True,New
518,Patrick,Wells,user518_isaac45@gmail.com,001-764-971-2463x351,1994-02-12,Other,FR,Andrewton,2026-06-16T16:19:39.664322,True,Occasional
519,Brian,Brooks,user519_aarongalloway@gmail.com,4565409951,1987-06-05,F,US,Whiteborough,2026-06-09T20:20:40.278701,False,Occasional
520,Collin,Vega,user520_carolberry@yahoo.com,001-328-727-0908x144,1990-02-16,M,DE,North Tyler,2025-04-27T22:38:09.351820,True,New
521,Wendy,Mora,user521_jmcfarland@yahoo.com,218.715.3523x736,1953-11-28,Other,FR,Cochranshire,2023-10-22T21:48:08.258239,True,At Risk
522,April,Alvarado,user522_rhonda99@hotmail.com,+1-586-683-4527,2005-04-11,F,AU,Powellfurt,2023-10-04T22:45:04.312675,True,New
523,Andrew,Garcia,user523_tlynch@yahoo.com,001-240-280-3149x982,2006-08-01,Other,DE,Lopezside,2023-09-02T03:03:09.372813,True,Premium
524,Marcia,Russo,user524_williammaldonado@gmail.com,517.223.5137,1953-02-18,F,US,Harrisville,2026-04-14T11:01:52.188740,True,Premium
525,Adam,Allen,user525_tracey63@yahoo.com,(802)229-3946x9434,1974-08-19,M,IN,Bennettborough,2025-12-17T13:46:18.682864,True,Regular
526,Tracy,Greene,user526_xwilliams@yahoo.com,(731)411-2712,2005-03-27,F,CA,Stephaniefurt,2024-05-13T17:47:16.441207,True,Regular
527,Justin,Foley,user527_daniel16@gmail.com,387-332-8077,1963-10-09,Other,AU,Lopezland,2024-03-27T13:33:38.987914,True,Premium
528,Christina,Kim,user528_scotthammond@hotmail.com,233.850.9025x42573,1972-07-21,F,FR,Williambury,2024-01-24T05:52:35.764538,True,Occasional
529,James,Barrett,user529_cjohnson@gmail.com,298.348.2285,1990-03-24,M,CA,Holmestown,2025-05-14T11:16:25.491886,False,Premium
530,Geoffrey,Cantu,user530_benjamin13@gmail.com,(909)806-9130x9810,1966-11-23,M,IN,Colebury,2025-07-23T22:03:17.683660,True,Premium
531,Cheyenne,Reed,user531_jmendoza@yahoo.com,+1-753-224-2642,1975-07-21,Other,IN,Douglasmouth,2024-09-28T07:47:41.945706,True,Regular
532,Nichole,Christian,user532_omartinez@yahoo.com,766.767.7767,1969-06-02,Other,UK,Andersonhaven,2024-02-17T07:09:07.132514,True,Occasional
533,Jay,Lee,user533_stacydaniel@hotmail.com,(978)665-4362x718,2002-12-25,Other,AU,Williamsborough,2024-07-10T16:17:30.051977,True,Regular
534,Pamela,Keller,user534_cwhite@gmail.com,001-836-792-4926x932,1977-09-08,F,FR,Port Sarah,2024-06-17T03:43:39.290653,True,At Risk
535,Sarah,Salazar,user535_lowekristin@gmail.com,5006515532,1999-04-09,F,US,Cindymouth,2025-04-05T23:14:53.841164,True,Regular
536,Maria,Alvarez,user536_keithgarcia@hotmail.com,(922)661-8962,1990-07-12,F,DE,North Elizabeth,2023-12-14T08:32:42.010225,True,Premium
537,Sean,Campos,user537_nicolekennedy@yahoo.com,(209)957-9927,2005-05-31,Other,UK,Nicoleland,2026-03-04T00:25:42.279476,True,Premium
538,Casey,Taylor,user538_erica21@hotmail.com,854.415.9709,1971-09-11,Other,US,Jamesview,2026-06-16T17:01:06.693962,True,New
539,Rebecca,Johnson,user539_rebecca03@hotmail.com,247-265-0471x5802,1968-01-25,M,CA,South Norman,2023-08-15T02:24:26.880857,True,At Risk
540,Emily,Terry,user540_michael86@yahoo.com,001-352-754-8374x417,2000-06-23,M,CA,North Lisaville,2024-03-28T21:21:32.411074,True,At Risk
541,Gregory,Brown,user541_kimberlyshields@gmail.com,001-405-591-2975x191,2003-10-03,Other,FR,East Christopherland,2023-07-10T21:09:36.833276,True,At Risk
542,Latasha,Hall,user542_lovepaul@hotmail.com,237.337.9274x90728,1960-09-16,Other,AU,West Douglas,2025-02-19T13:13:28.092612,True,Occasional
543,Teresa,Graves,user543_lopezmelinda@gmail.com,(869)649-6843,1998-05-01,F,IN,New Adrian,2026-03-08T11:20:11.369677,True,Regular
544,Frances,Campbell,user544_calvinbrown@yahoo.com,001-609-761-7015x959,1976-08-27,Other,FR,Woodport,2025-10-20T03:48:28.393744,True,New
545,Lawrence,Duarte,user545_jeremyjackson@hotmail.com,(867)275-6777x226,2001-03-02,Other,US,Patrickberg,2024-09-16T07:45:21.073442,True,Occasional
546,Alexis,Moody,user546_edwardshah@gmail.com,906-872-4530,1959-09-10,M,UK,Jeremyfort,2025-05-01T13:59:08.510817,True,Regular
547,Victor,Graham,user547_tonywade@yahoo.com,915-579-4238,1974-08-29,F,FR,West Crystalmouth,2025-05-27T11:29:46.176666,False,At Risk
548,Gabriella,Patterson,user548_georgealyssa@yahoo.com,001-752-559-7107x563,2003-04-20,F,DE,Cynthiafort,2025-11-14T18:59:49.575300,False,At Risk
549,Angela,Ray,user549_holly25@hotmail.com,001-239-793-3797,1980-02-23,F,UK,South Karenmouth,2023-10-03T18:19:05.006331,True,New
550,Travis,Morrison,user550_carl63@yahoo.com,001-425-607-3305x597,2005-12-31,Other,FR,Gallowayside,2024-02-10T21:08:08.629550,True,Regular
551,Lisa,Lopez,user551_phillipsbruce@gmail.com,884.336.6044x32400,1971-11-22,Other,UK,South Connie,2025-03-06T02:04:55.364911,True,Regular
552,Brittney,Blake,user552_gilesstephen@gmail.com,001-997-742-9250x105,1958-09-25,M,CA,Piercechester,2025-06-13T20:48:53.479233,True,New
553,Randall,Nguyen,user553_schneidermario@hotmail.com,3804271122,2005-01-14,M,IN,North Karen,2026-06-06T01:29:20.744994,True,Premium
554,Matthew,Gutierrez,user554_vasquezamy@hotmail.com,(262)281-3721x43308,1987-10-19,F,UK,South Bobby,2024-03-02T15:16:23.989371,True,At Risk
555,Jesse,Hernandez,user555_vincentmorris@hotmail.com,+1-560-584-7068x1039,1984-04-23,Other,DE,West Jacquelineshire,2026-02-26T17:03:03.833438,True,At Risk
556,William,Calderon,user556_ilewis@gmail.com,+1-594-748-5862x3945,2002-08-04,Other,AU,Wilsonport,2024-11-12T13:18:06.603708,True,At Risk
557,Sean,Faulkner,user557_hharris@gmail.com,(613)539-4394x5703,1980-02-26,F,UK,Alexanderburgh,2026-02-03T09:12:36.115091,False,Premium
558,Jamie,Arroyo,user558_dcortez@yahoo.com,+1-227-278-9431x910,2000-03-24,M,CA,Sarahport,2024-11-05T08:01:30.159712,False,Regular
559,Jessica,Ali,user559_brownjason@gmail.com,(351)246-0401x42473,2001-07-26,Other,CA,Thompsonville,2023-10-09T00:13:08.089740,True,At Risk
560,Jimmy,Kane,user560_joseph97@gmail.com,001-223-216-6007x676,1988-08-05,Other,FR,Jenniferfort,2024-02-13T18:34:05.452885,True,At Risk
561,Joseph,Lambert,user561_jimmywest@gmail.com,+1-909-968-7304x5195,1982-02-05,Other,DE,Donnastad,2025-09-09T09:11:05.209007,False,Premium
562,Amber,Flores,user562_richard96@yahoo.com,454.727.8656x194,2004-02-23,F,IN,Hayesside,2026-02-04T23:07:45.800961,True,Occasional
563,Frank,Williams,user563_carolfernandez@hotmail.com,(292)336-1618,1983-11-21,Other,IN,Sarahburgh,2025-09-24T04:31:50.837815,True,At Risk
564,Gabriella,French,user564_uwilson@yahoo.com,+1-568-963-9561,1959-07-17,Other,UK,Lake Aaron,2025-11-22T05:29:56.962749,True,Premium
565,William,Rodriguez,user565_ruthneal@yahoo.com,264.638.1300,1957-07-13,Other,IN,Port Kimberly,2023-09-22T20:05:39.941558,True,Regular
566,Jon,Tapia,user566_qduffy@yahoo.com,9942565346,1989-11-25,F,IN,South Luistown,2024-04-11T22:31:12.581129,True,At Risk
567,Thomas,Salinas,user567_hendersonbrenda@yahoo.com,+1-970-860-7174x8113,1993-12-15,F,CA,New Tracey,2023-08-13T07:15:12.405672,True,Premium
568,Kyle,Waters,user568_arobinson@gmail.com,9296087182,1990-12-11,F,IN,Solisside,2025-06-21T22:43:51.061835,True,Regular
569,Brandon,Richards,user569_cthompson@yahoo.com,(504)995-6121,1978-09-18,M,IN,South Kimberlyburgh,2025-10-30T01:48:11.183698,True,Occasional
570,Bradley,White,user570_michelle97@gmail.com,001-771-812-2299x077,1951-09-14,Other,DE,Cynthiaville,2024-10-07T08:49:47.975624,True,Regular
571,Arthur,Graham,user571_fjones@yahoo.com,+1-957-768-3210x2192,1982-11-02,Other,UK,Jonesburgh,2025-04-04T12:19:30.933476,True,Regular
572,Darrell,Williams,user572_dylananderson@hotmail.com,(405)708-0184x9804,2003-11-30,M,DE,Solisborough,2025-07-03T06:29:15.721158,True,Occasional
573,Timothy,Lewis,user573_paulschultz@hotmail.com,422-582-1781,1986-11-15,Other,DE,Francostad,2026-04-29T00:41:16.117660,True,Occasional
574,Maria,Russell,user574_uwilliams@yahoo.com,8354679327,1964-07-04,F,DE,Tylerland,2024-10-22T20:04:00.431263,True,New
575,Anthony,Jones,user575_bushkimberly@hotmail.com,7546647548,2000-02-15,Other,IN,Dixonfurt,2025-10-13T14:09:42.483450,False,At Risk
576,Mary,Lawrence,user576_taylordavis@yahoo.com,588-591-4444x98355,1970-09-22,M,CA,Jamesmouth,2025-01-23T21:29:58.275083,True,Regular
577,Robert,Baker,user577_msantiago@hotmail.com,(443)358-8537,1992-07-15,Other,IN,Danielleborough,2025-04-22T01:21:49.515953,False,Regular
578,Cynthia,Rogers,user578_zbrooks@yahoo.com,001-849-878-5249x141,1950-09-13,Other,CA,Port Sarah,2026-04-18T06:53:59.932738,True,At Risk
579,Shawn,Ewing,user579_william63@yahoo.com,3674917665,1961-01-05,F,UK,Kathleenton,2023-08-20T15:14:49.112218,True,Occasional
580,Chad,Rodriguez,user580_david16@gmail.com,8905015944,1963-11-17,Other,AU,Sarahstad,2026-01-12T22:02:46.641878,True,Premium
581,Edward,Spencer,user581_kathryn26@gmail.com,+1-390-321-9947,1964-10-15,Other,IN,Walkermouth,2025-05-04T15:09:00.416634,True,Premium
582,Patricia,Lowery,user582_daniel34@yahoo.com,001-996-973-3116,1959-03-26,F,DE,Jeffersonfurt,2023-07-31T21:41:06.646471,True,Occasional
583,Kathy,Harris,user583_hkim@yahoo.com,407-889-6793x52196,1962-07-11,F,AU,Michaelview,2024-04-04T06:00:17.867372,True,Premium
584,Kelly,Hall,user584_ryu@hotmail.com,217.906.9556,1975-10-25,Other,US,Blankenshipland,2024-10-27T21:34:53.928149,True,At Risk
585,Michael,Adams,user585_timothy23@hotmail.com,+1-289-683-0650x3121,1955-02-09,Other,FR,Shawnport,2023-12-08T20:44:11.389148,True,Premium
586,Ryan,Pitts,user586_jeremycollins@hotmail.com,931-890-9248,2002-06-01,Other,AU,North Lindsey,2024-02-05T18:14:23.443499,True,At Risk
587,Jennifer,Jones,user587_adamskrista@hotmail.com,278-752-2823,2000-02-15,M,AU,Williamtown,2025-01-05T12:47:32.110983,True,Occasional
588,Patricia,Long,user588_brandonmoore@gmail.com,395.594.7372,1959-11-29,F,DE,North Tonyaberg,2023-07-07T07:13:39.046048,True,New
589,Steven,Lindsey,user589_upierce@yahoo.com,278.559.9648x62872,1954-10-08,F,IN,Meaganville,2025-04-28T22:06:11.474302,True,Premium
590,Robert,Bennett,user590_andrew73@gmail.com,462.279.2463,2002-09-28,M,US,Kingfurt,2024-11-28T15:51:09.418765,True,At Risk
591,Steven,Khan,user591_danderson@gmail.com,(314)650-5766,1971-02-01,M,US,Williamsfort,2023-09-18T21:56:14.083642,True,Regular
592,Mark,Collins,user592_alexgarcia@hotmail.com,001-784-900-8385x076,1970-08-19,F,AU,Justinton,2025-11-30T14:08:46.864919,False,At Risk
593,Brenda,Stephenson,user593_ghamilton@gmail.com,+1-889-681-2657x4223,1973-05-21,M,FR,North Kevinberg,2024-02-04T18:47:39.307527,True,Occasional
594,Ashley,Butler,user594_ronaldcarroll@gmail.com,4129047137,1957-02-19,M,IN,Cainmouth,2025-05-12T12:15:27.473374,True,Occasional
595,Tiffany,Jefferson,user595_barbara85@hotmail.com,+1-758-629-8493x3067,1979-06-12,M,FR,Williamsshire,2024-05-30T18:20:04.100316,True,Premium
596,Michelle,Rodriguez,user596_angelarichard@gmail.com,872.718.8566,1967-11-10,F,FR,East Cindy,2026-05-10T22:52:58.511195,True,Regular
597,Elizabeth,Hampton,user597_grahamlisa@gmail.com,(870)555-1437x76936,1967-02-15,M,AU,West Erik,2024-06-29T03:06:42.636089,True,Regular
598,Nicholas,Miller,user598_millerjoan@gmail.com,+1-267-412-0072,1967-05-31,F,FR,Erikastad,2025-07-05T11:39:27.369912,False,Premium
599,Christopher,Martin,user599_mark09@gmail.com,6903326714,1998-10-03,M,UK,Dillonmouth,2025-04-30T20:42:04.955183,True,Regular
600,Jordan,Schneider,user600_crawfordjeffrey@yahoo.com,6658277584,1974-10-02,Other,UK,Port Tracey,2024-06-09T14:34:43.182798,True,At Risk
601,Mark,Allen,user601_jacquelinejohnson@gmail.com,001-712-717-2214,1984-02-09,M,US,Grahamville,2026-04-20T13:16:16.104121,True,Premium
602,Elizabeth,Powers,user602_sharon37@hotmail.com,6528635100,1961-05-01,F,FR,Fordfurt,2025-11-11T09:57:57.167963,False,Premium
603,Michelle,Cole,user603_julie65@hotmail.com,001-520-924-6175x202,2006-01-08,M,AU,Lake Henry,2023-08-17T19:15:16.524022,False,Premium
604,Albert,Ward,user604_lauren55@gmail.com,878-533-2584,1975-09-27,M,CA,South Tamarashire,2025-02-25T03:59:28.519670,True,Occasional
605,Amber,Campos,user605_mitchellandrew@hotmail.com,+1-617-267-9935x9374,1997-11-18,M,AU,Ralphtown,2025-02-07T05:13:57.161698,True,Regular
606,Billy,Crane,user606_aallen@yahoo.com,2149886084,2007-11-13,Other,FR,New Donna,2024-05-16T18:06:52.846161,False,New
607,Darrell,Young,user607_vcastro@gmail.com,+1-330-461-5370,2004-07-06,Other,US,Garyport,2025-07-11T18:56:10.236976,True,Regular
608,Robert,Bullock,user608_jessicaward@yahoo.com,988-711-2103x1421,1957-07-21,F,CA,Dixonfort,2025-07-07T14:40:41.317146,True,Regular
609,Joshua,Miller,user609_gomezpaul@gmail.com,+1-440-591-1225,1978-04-11,F,DE,Anthonyfurt,2025-11-21T05:04:38.765258,True,Regular
610,Ryan,Aguirre,user610_mlewis@hotmail.com,+1-279-913-7876x5530,1961-06-02,M,US,Andrestad,2025-06-16T11:37:33.812986,False,Premium
611,Robert,Monroe,user611_michelle12@gmail.com,+1-288-719-2778x851,1964-10-12,Other,FR,Carterville,2023-09-04T20:12:38.430593,True,At Risk
612,Kevin,Maynard,user612_heathercabrera@gmail.com,256-618-5174x460,1969-07-09,F,IN,Port Derrickhaven,2025-04-27T06:56:15.102027,False,Occasional
613,Melissa,Cox,user613_villegaskatrina@yahoo.com,629-339-1304,1997-08-01,Other,US,Rebeccaport,2023-10-24T17:20:00.298350,True,New
614,Richard,Galvan,user614_samantha61@hotmail.com,340-621-1901x70756,1959-09-21,Other,FR,North Matthew,2024-01-25T12:32:25.495292,True,Premium
615,Samantha,Haynes,user615_mccoyandre@gmail.com,001-522-283-6084x937,1975-06-08,Other,CA,Leehaven,2024-05-22T09:31:25.296628,True,New
616,Derek,Beltran,user616_sbartlett@yahoo.com,891.564.9701,1993-10-28,Other,UK,New Jack,2025-06-07T19:58:33.229357,True,Occasional
617,David,Lambert,user617_jenniferhall@gmail.com,001-801-362-3419x031,1970-04-23,Other,US,Thomasville,2026-02-12T15:14:28.699738,True,Regular
618,Mark,Jenkins,user618_scott32@gmail.com,(453)237-7460x4067,1995-10-31,F,AU,Lake Stephenport,2024-02-15T00:34:47.497876,False,At Risk
619,Daniel,Mitchell,user619_joshua60@yahoo.com,001-481-997-5437x347,1963-04-21,Other,DE,North Kimberly,2025-06-12T15:40:42.767401,False,Premium
620,Patrick,Downs,user620_danielgriffith@hotmail.com,614-584-6019x134,1994-06-17,F,CA,Lake Tyler,2025-02-04T13:43:26.347117,False,New
621,Edward,Smith,user621_abradley@yahoo.com,821.746.4493,1956-01-31,F,CA,Weberbury,2024-06-26T11:15:58.396716,True,Regular
622,Michaela,Kelly,user622_amandasnyder@yahoo.com,+1-501-919-2360,1974-06-05,F,IN,North Erinside,2024-11-01T04:38:10.147400,False,New
623,Derek,Rojas,user623_nathanjohnson@gmail.com,001-561-349-7315,1955-12-08,M,US,Kylieside,2025-10-01T12:53:33.511752,True,Premium
624,Shawna,Allen,user624_ibarker@gmail.com,+1-807-736-5118x9394,2004-09-20,M,IN,Hawkinsburgh,2023-08-05T03:31:43.630223,True,Occasional
625,Connor,Burton,user625_contrerasjames@gmail.com,202.933.3247,1963-08-06,Other,FR,North David,2026-04-01T05:35:49.275408,True,At Risk
626,James,Burton,user626_mary62@hotmail.com,427-860-2508,1956-10-21,F,FR,East Charles,2024-10-03T10:54:09.736797,True,New
627,Ryan,Lyons,user627_josephmeyer@hotmail.com,+1-989-695-7298x9376,1968-10-27,Other,DE,Lake Lauren,2026-01-07T06:45:55.734364,True,Premium
628,James,Phillips,user628_lho@gmail.com,001-420-538-1876x920,1996-11-06,F,US,North William,2025-05-01T15:59:41.017773,True,Regular
629,Nicole,Allen,user629_morganamanda@yahoo.com,458-922-0673x231,1954-08-27,M,DE,Lake Kathleenmouth,2024-01-03T01:35:21.276562,True,New
630,Joshua,Boone,user630_johnsonalexander@gmail.com,001-700-215-2911x371,1996-03-08,Other,IN,Lake Edwardstad,2024-06-13T11:05:26.235954,True,Premium
631,Emily,Norton,user631_karen42@gmail.com,+1-329-498-7478,1960-09-13,F,FR,Walterton,2024-06-14T20:28:40.283179,True,Regular
632,Taylor,Hunter,user632_mjohnson@gmail.com,6434655158,1974-01-04,M,UK,East Robertview,2025-01-17T08:00:00.789795,False,At Risk
633,Vicki,Wood,user633_diazlorraine@hotmail.com,(908)707-0633x6998,1996-02-17,M,AU,Port Claudiahaven,2024-01-25T03:00:01.048170,True,Premium
634,Caleb,Adams,user634_hebertmichelle@yahoo.com,818.580.4428x77383,1981-02-25,F,FR,South Josephberg,2025-07-13T02:12:05.939989,True,Regular
635,Donald,Ross,user635_jessica89@hotmail.com,+1-646-642-0362x5863,1955-04-11,M,US,Port Peterfurt,2023-12-25T08:11:38.466758,True,Premium
636,Sophia,Brooks,user636_michelle02@yahoo.com,955.882.4301,1968-05-11,M,AU,Michellehaven,2025-03-28T11:43:51.022573,True,New
637,Lisa,Wagner,user637_ingramjessica@yahoo.com,288.782.4527,1952-09-08,Other,IN,Port Kellyborough,2026-04-05T21:13:12.479991,True,Occasional
638,Jason,Hubbard,user638_james84@hotmail.com,216-532-1119x78718,1964-06-29,M,CA,Lake Erikafort,2024-02-29T04:55:44.445275,False,Occasional
639,Richard,Morris,user639_benjaminrussell@gmail.com,001-211-298-7561x786,2003-05-19,Other,US,Port Anthony,2025-12-10T23:00:11.743320,True,Premium
640,Brenda,Cook,user640_irodriguez@hotmail.com,503.865.7744x91609,1971-11-07,F,IN,Denniston,2023-09-28T05:21:58.564175,True,New
641,Cassandra,Stokes,user641_daniel43@gmail.com,(487)350-9263x2239,1964-06-09,M,CA,Matthewchester,2023-09-28T18:19:20.928317,True,New
642,Jonathan,Johnson,user642_david86@hotmail.com,2503537666,1957-04-08,Other,US,South Kimberly,2023-07-26T08:40:48.078632,True,New
643,Bobby,Lee,user643_meyerjames@yahoo.com,(691)706-2715x3123,1971-02-23,F,US,Hicksburgh,2024-10-26T16:04:45.031109,True,New
644,Daniel,Sims,user644_jcoleman@hotmail.com,(693)284-4013,1996-07-20,M,CA,Deleonmouth,2024-05-28T16:18:39.298748,True,Premium
645,Thomas,Estrada,user645_ricklewis@hotmail.com,(391)601-5709x085,1967-01-31,Other,FR,North Jennifer,2024-11-14T03:38:51.560852,True,Regular
646,Jonathan,Aguirre,user646_tavila@hotmail.com,+1-669-496-4899x718,1981-07-22,Other,DE,Bethshire,2024-04-03T15:09:03.656924,False,Premium
647,Mark,Garcia,user647_bartonpaige@hotmail.com,+1-232-831-2342x669,1986-08-07,M,US,New Thomasfurt,2025-06-07T04:41:41.435636,True,At Risk
648,Stephen,Butler,user648_maygordon@gmail.com,283-689-3595x3828,1998-07-15,M,UK,Susanville,2026-06-16T05:29:28.713902,True,Premium
649,Rachel,Knight,user649_jpeterson@gmail.com,(895)382-6418x6965,2004-01-27,Other,IN,North Anna,2025-12-08T19:51:13.986981,True,At Risk
650,Corey,Rivas,user650_katieaguirre@yahoo.com,001-551-643-4682,1999-10-19,M,CA,Connieton,2026-01-28T02:45:39.958096,True,Occasional
651,Marissa,Martin,user651_aaroncontreras@hotmail.com,(796)261-0168x31139,1953-04-16,F,IN,South Allisonview,2023-10-02T10:40:34.734266,False,Occasional
652,Crystal,Jones,user652_brian62@hotmail.com,939.676.2053x44077,1973-03-04,M,DE,Lake Sherriberg,2025-09-09T04:31:11.484512,True,Premium
